+---------------------------------------------------+
| Time of Transition | PID | Old State |  New State |
+---------------------------------------------------+
|                  0 |   1 |       NEW |      READY |
|                  0 |   1 |     READY |    RUNNING |
|                  2 |   2 |       NEW |      READY |
|                  4 |   3 |       NEW |      READY |
|                  6 |   4 |       NEW |      READY |
|                  8 |   5 |       NEW |      READY |
|                 50 |   1 |   RUNNING |    WAITING |
|                 50 |   2 |     READY |    RUNNING |
|                 80 |   2 |   RUNNING |    WAITING |
|                 80 |   3 |     READY |    RUNNING |
|                110 |   1 |   WAITING |      READY |
|                120 |   2 |   WAITING |      READY |
|                160 |   3 |   RUNNING |    WAITING |
|                160 |   1 |     READY |    RUNNING |
|                210 |   1 |   RUNNING |    WAITING |
|                210 |   2 |     READY |    RUNNING |
|                230 |   3 |   WAITING |      READY |
|                240 |   2 |   RUNNING |    WAITING |
|                240 |   3 |     READY |    RUNNING |
|                260 |   3 |   RUNNING |      READY |
|                260 |   3 |     READY |    RUNNING |
|                270 |   1 |   WAITING |      READY |
|                280 |   2 |   WAITING |      READY |
|                320 |   3 |   RUNNING |    WAITING |
|                320 |   1 |     READY |    RUNNING |
|                321 |   1 |   RUNNING |      READY |
|                321 |   1 |     READY |    RUNNING |
|                370 |   1 |   RUNNING |    WAITING |
|                370 |   2 |     READY |    RUNNING |
|                390 |   3 |   WAITING |      READY |
|                400 |   2 |   RUNNING |    WAITING |
|                400 |   3 |     READY |    RUNNING |
|                430 |   1 |   WAITING |      READY |
|                440 |   2 |   WAITING |      READY |
|                440 |   3 |   RUNNING |      READY |
|                440 |   1 |     READY |    RUNNING |
|                490 |   1 |   RUNNING |    WAITING |
|                490 |   2 |     READY |    RUNNING |
|                500 |   2 |   RUNNING |      READY |
|                500 |   2 |     READY |    RUNNING |
|                520 |   2 |   RUNNING |    WAITING |
|                520 |   3 |     READY |    RUNNING |
|                550 |   1 |   WAITING |      READY |
|                560 |   2 |   WAITING |      READY |
|                560 |   3 |   RUNNING |    WAITING |
|                560 |   1 |     READY |    RUNNING |
|                561 |   1 |   RUNNING |      READY |
|                561 |   1 |     READY |    RUNNING |
|                610 |   1 |   RUNNING |    WAITING |
|                610 |   2 |     READY |    RUNNING |
|                630 |   3 |   WAITING |      READY |
|                640 |   2 |   RUNNING |    WAITING |
|                640 |   3 |     READY |    RUNNING |
|                670 |   1 |   WAITING |      READY |
|                680 |   2 |   WAITING |      READY |
|                700 |   3 |   RUNNING |      READY |
|                700 |   1 |     READY |    RUNNING |
|                750 |   1 |   RUNNING |    WAITING |
|                750 |   2 |     READY |    RUNNING |
|                780 |   2 |   RUNNING |    WAITING |
|                780 |   3 |     READY |    RUNNING |
|                800 |   3 |   RUNNING |    WAITING |
|                800 |   4 |     READY |    RUNNING |
|                810 |   1 |   WAITING |      READY |
|                810 |   4 |   RUNNING |    WAITING |
|                810 |   1 |     READY |    RUNNING |
|                811 |   1 |   RUNNING |      READY |
|                811 |   1 |     READY |    RUNNING |
|                820 |   2 |   WAITING |      READY |
|                825 |   4 |   WAITING |      READY |
|                860 |   1 |   RUNNING |    WAITING |
|                860 |   2 |     READY |    RUNNING |
|                870 |   3 |   WAITING |      READY |
|                880 |   2 |   RUNNING |      READY |
|                880 |   2 |     READY |    RUNNING |
|                890 |   2 |   RUNNING |    WAITING |
|                890 |   3 |     READY |    RUNNING |
