+---------------------------------------------------+
| Time of Transition | PID | Old State |  New State |
+---------------------------------------------------+
|                  0 |   1 |       NEW |      READY |
|                  0 |   1 |     READY |    RUNNING |
|                 10 |   2 |       NEW |      READY |
|                 15 |   3 |       NEW |      READY |
|                 20 |   4 |       NEW |      READY |
|                100 |   1 |   RUNNING |    WAITING |
|                100 |   2 |     READY |    RUNNING |
|                140 |   1 |   WAITING |      READY |
|                150 |   2 |   RUNNING |    WAITING |
|                150 |   1 |     READY |    RUNNING |
|                151 |   1 |   RUNNING |      READY |
|                151 |   1 |     READY |    RUNNING |
|                175 |   2 |   WAITING |      READY |
|                250 |   1 |   RUNNING |    WAITING |
|                250 |   2 |     READY |    RUNNING |
|                290 |   1 |   WAITING |      READY |
|                300 |   2 |   RUNNING |    WAITING |
|                300 |   1 |     READY |    RUNNING |
|                301 |   1 |   RUNNING |      READY |
|                301 |   1 |     READY |    RUNNING |
|                325 |   2 |   WAITING |      READY |
|                400 |   1 |   RUNNING |    WAITING |
|                400 |   2 |     READY |    RUNNING |
|                401 |   2 |   RUNNING |      READY |
|                401 |   2 |     READY |    RUNNING |
|                440 |   1 |   WAITING |      READY |
|                450 |   2 |   RUNNING |    WAITING |
|                450 |   1 |     READY |    RUNNING |
|                451 |   1 |   RUNNING |      READY |
|                451 |   1 |     READY |    RUNNING |
|                475 |   2 |   WAITING |      READY |
|                550 |   1 |   RUNNING |    WAITING |
|                550 |   2 |     READY |    RUNNING |
|                590 |   1 |   WAITING |      READY |
|                600 |   2 |   RUNNING |    WAITING |
|                600 |   1 |     READY |    RUNNING |
|                601 |   1 |   RUNNING |      READY |
|                601 |   1 |     READY |    RUNNING |
|                625 |   2 |   WAITING |      READY |
|                700 |   1 |   RUNNING |    WAITING |
|                700 |   2 |     READY |    RUNNING |
|                701 |   2 |   RUNNING |      READY |
|                701 |   2 |     READY |    RUNNING |
|                740 |   1 |   WAITING |      READY |
|                750 |   2 |   RUNNING |    WAITING |
|                750 |   1 |     READY |    RUNNING |
|                751 |   1 |   RUNNING |      READY |
|                751 |   1 |     READY |    RUNNING |
|                775 |   2 |   WAITING |      READY |
|                850 |   1 |   RUNNING |    WAITING |
|                850 |   2 |     READY |    RUNNING |
|                890 |   1 |   WAITING |      READY |
|                900 |   2 |   RUNNING |    WAITING |
|                900 |   1 |     READY |    RUNNING |
|                901 |   1 |   RUNNING |      READY |
|                901 |   1 |     READY |    RUNNING |
|                925 |   2 |   WAITING |      READY |
|               1000 |   1 |   RUNNING |    WAITING |
|               1000 |   2 |     READY |    RUNNING |
|               1001 |   2 |   RUNNING |      READY |
|               1001 |   2 |     READY |    RUNNING |
|               1040 |   1 |   WAITING |      READY |
|               1050 |   2 |   RUNNING |    WAITING |
|               1050 |   1 |     READY |    RUNNING |
|               1051 |   1 |   RUNNING |      READY |
|               1051 |   1 |     READY |    RUNNING |
|               1075 |   2 |   WAITING |      READY |
|               1150 |   1 |   RUNNING |    WAITING |
|               1150 |   2 |     READY |    RUNNING |
|               1190 |   1 |   WAITING |      READY |
|               1200 |   2 |   RUNNING |    WAITING |
|               1200 |   1 |     READY |    RUNNING |
|               1201 |   1 |   RUNNING |      READY |
|               1201 |   1 |     READY |    RUNNING |
|               1225 |   2 |   WAITING |      READY |
|               1250 |   1 |   RUNNING | TERMINATED |
