+---------------------------------------------------+
| Time of Transition | PID | Old State |  New State |
+---------------------------------------------------+
|                  0 |   1 |       NEW |      READY |
|                  0 |   1 |     READY |    RUNNING |
|                  1 |   2 |       NEW |      READY |
|                  2 |   3 |       NEW |      READY |
|                  3 |   4 |       NEW |      READY |
|                  4 |   5 |       NEW |      READY |
|                  5 |   1 |   RUNNING |    WAITING |
|                  5 |   2 |     READY |    RUNNING |
|                  7 |   2 |   RUNNING |    WAITING |
|                  7 |   3 |     READY |    RUNNING |
|                 11 |   3 |   RUNNING |    WAITING |
|                 11 |   4 |     READY |    RUNNING |
|                 12 |   2 |   WAITING |      READY |
|                 14 |   4 |   RUNNING |    WAITING |
|                 14 |   2 |     READY |    RUNNING |
|                 15 |   1 |   WAITING |      READY |
|                 16 |   2 |   RUNNING |    WAITING |
|                 16 |   1 |     READY |    RUNNING |
|                 18 |   4 |   WAITING |      READY |
|                 19 |   3 |   WAITING |      READY |
|                 21 |   2 |   WAITING |      READY |
|                 21 |   1 |   RUNNING |    WAITING |
|                 21 |   2 |     READY |    RUNNING |
|                 23 |   2 |   RUNNING |    WAITING |
|                 23 |   3 |     READY |    RUNNING |
|                 27 |   3 |   RUNNING |    WAITING |
|                 27 |   4 |     READY |    RUNNING |
|                 28 |   2 |   WAITING |      READY |
|                 30 |   4 |   RUNNING |    WAITING |
|                 30 |   2 |     READY |    RUNNING |
|                 31 |   1 |   WAITING |      READY |
|                 32 |   2 |   RUNNING |    WAITING |
|                 32 |   1 |     READY |    RUNNING |
|                 34 |   4 |   WAITING |      READY |
|                 35 |   3 |   WAITING |      READY |
|                 37 |   2 |   WAITING |      READY |
|                 37 |   1 |   RUNNING |    WAITING |
|                 37 |   2 |     READY |    RUNNING |
|                 39 |   2 |   RUNNING |    WAITING |
|                 39 |   3 |     READY |    RUNNING |
|                 43 |   3 |   RUNNING |    WAITING |
|                 43 |   4 |     READY |    RUNNING |
|                 44 |   2 |   WAITING |      READY |
|                 46 |   4 |   RUNNING |    WAITING |
|                 46 |   2 |     READY |    RUNNING |
|                 47 |   1 |   WAITING |      READY |
|                 48 |   2 |   RUNNING |    WAITING |
|                 48 |   1 |     READY |    RUNNING |
|                 50 |   4 |   WAITING |      READY |
|                 51 |   3 |   WAITING |      READY |
|                 53 |   2 |   WAITING |      READY |
|                 53 |   1 |   RUNNING |    WAITING |
|                 53 |   2 |     READY |    RUNNING |
|                 55 |   2 |   RUNNING |    WAITING |
|                 55 |   3 |     READY |    RUNNING |
|                 59 |   3 |   RUNNING |    WAITING |
|                 59 |   4 |     READY |    RUNNING |
|                 60 |   2 |   WAITING |      READY |
|                 62 |   4 |   RUNNING |    WAITING |
|                 62 |   2 |     READY |    RUNNING |
|                 63 |   1 |   WAITING |      READY |
|                 64 |   2 |   RUNNING |    WAITING |
|                 64 |   1 |     READY |    RUNNING |
|                 66 |   4 |   WAITING |      READY |
|                 67 |   3 |   WAITING |      READY |
|                 69 |   2 |   WAITING |      READY |
|                 69 |   1 |   RUNNING |    WAITING |
|                 69 |   2 |     READY |    RUNNING |
|                 71 |   2 |   RUNNING |    WAITING |
|                 71 |   3 |     READY |    RUNNING |
|                 75 |   3 |   RUNNING |    WAITING |
|                 75 |   4 |     READY |    RUNNING |
|                 76 |   2 |   WAITING |      READY |
|                 78 |   4 |   RUNNING |    WAITING |
