+---------------------------------------------------+
| Time of Transition | PID | Old State |  New State |
+---------------------------------------------------+
|                  0 |   1 |       NEW |      READY |
|                  0 |   1 |     READY |    RUNNING |
|                  1 |   2 |       NEW |      READY |
|                  2 |   3 |       NEW |      READY |
|                  3 |   4 |       NEW |      READY |
|                  3 |   1 |   RUNNING |    WAITING |
|                  3 |   2 |     READY |    RUNNING |
|                  4 |   5 |       NEW |      READY |
|                  7 |   2 |   RUNNING |    WAITING |
|                  7 |   3 |     READY |    RUNNING |
|                  8 |   1 |   WAITING |      READY |
|                 12 |   3 |   RUNNING |    WAITING |
|                 12 |   1 |     READY |    RUNNING |
|                 13 |   2 |   WAITING |      READY |
|                 15 |   1 |   RUNNING |    WAITING |
|                 15 |   2 |     READY |    RUNNING |
|                 19 |   3 |   WAITING |      READY |
|                 19 |   2 |   RUNNING |    WAITING |
|                 19 |   3 |     READY |    RUNNING |
|                 20 |   1 |   WAITING |      READY |
|                 24 |   3 |   RUNNING |    WAITING |
|                 24 |   1 |     READY |    RUNNING |
|                 25 |   2 |   WAITING |      READY |
|                 27 |   1 |   RUNNING |    WAITING |
|                 27 |   2 |     READY |    RUNNING |
|                 31 |   3 |   WAITING |      READY |
|                 31 |   2 |   RUNNING |    WAITING |
|                 31 |   3 |     READY |    RUNNING |
|                 32 |   1 |   WAITING |      READY |
|                 36 |   3 |   RUNNING |    WAITING |
|                 36 |   1 |     READY |    RUNNING |
|                 37 |   2 |   WAITING |      READY |
|                 39 |   1 |   RUNNING |    WAITING |
|                 39 |   2 |     READY |    RUNNING |
|                 43 |   3 |   WAITING |      READY |
|                 43 |   2 |   RUNNING |    WAITING |
|                 43 |   3 |     READY |    RUNNING |
|                 44 |   1 |   WAITING |      READY |
|                 48 |   3 |   RUNNING |    WAITING |
|                 48 |   1 |     READY |    RUNNING |
|                 49 |   2 |   WAITING |      READY |
|                 51 |   1 |   RUNNING |    WAITING |
|                 51 |   2 |     READY |    RUNNING |
|                 55 |   3 |   WAITING |      READY |
|                 55 |   2 |   RUNNING |    WAITING |
|                 55 |   3 |     READY |    RUNNING |
|                 56 |   1 |   WAITING |      READY |
|                 60 |   3 |   RUNNING |    WAITING |
|                 60 |   1 |     READY |    RUNNING |
|                 61 |   2 |   WAITING |      READY |
|                 63 |   1 |   RUNNING |    WAITING |
|                 63 |   2 |     READY |    RUNNING |
|                 67 |   3 |   WAITING |      READY |
|                 67 |   2 |   RUNNING |    WAITING |
|                 67 |   3 |     READY |    RUNNING |
|                 68 |   1 |   WAITING |      READY |
|                 72 |   3 |   RUNNING |    WAITING |
|                 72 |   1 |     READY |    RUNNING |
|                 73 |   2 |   WAITING |      READY |
|                 75 |   1 |   RUNNING |    WAITING |
|                 75 |   2 |     READY |    RUNNING |
|                 79 |   3 |   WAITING |      READY |
|                 79 |   2 |   RUNNING |    WAITING |
|                 79 |   3 |     READY |    RUNNING |
|                 80 |   1 |   WAITING |      READY |
|                 84 |   3 |   RUNNING |    WAITING |
|                 84 |   1 |     READY |    RUNNING |
|                 85 |   2 |   WAITING |      READY |
|                 87 |   1 |   RUNNING |    WAITING |
|                 87 |   2 |     READY |    RUNNING |
|                 91 |   3 |   WAITING |      READY |
|                 91 |   2 |   RUNNING |    WAITING |
|                 91 |   3 |     READY |    RUNNING |
|                 92 |   1 |   WAITING |      READY |
