+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          12 |  -1, -1, 1, -1, -1, -1 |                88 |                 85 |
|             2 |          22 |   -1, -1, 1, 2, -1, -1 |                78 |                 75 |
|             4 |          40 |    -1, 3, 1, 2, -1, -1 |                60 |                 50 |
|             6 |          48 |     -1, 3, 1, 2, 4, -1 |                52 |                 42 |
|             8 |          68 |      5, 3, 1, 2, 4, -1 |                32 |                  2 |
|          1860 |          50 |     5, -1, 1, 2, 4, -1 |                50 |                 27 |
|          2050 |          38 |    5, -1, -1, 2, 4, -1 |                62 |                 42 |
|          2060 |          28 |   5, -1, -1, -1, 4, -1 |                72 |                 52 |
|          2370 |          20 |  5, -1, -1, -1, -1, -1 |                80 |                 60 |
|          3150 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
