+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          12 |  -1, -1, 1, -1, -1, -1 |                88 |                 85 |
|             3 |          26 |   -1, 2, 1, -1, -1, -1 |                74 |                 60 |
|             6 |          42 |    3, 2, 1, -1, -1, -1 |                58 |                 20 |
|           950 |          28 |   3, -1, 1, -1, -1, -1 |                72 |                 45 |
|           951 |          46 |    3, 4, 1, -1, -1, -1 |                54 |                 20 |
|          1850 |          30 |   -1, 4, 1, -1, -1, -1 |                70 |                 60 |
|          1851 |          50 |    5, 4, 1, -1, -1, -1 |                50 |                 20 |
|          2650 |          38 |   5, 4, -1, -1, -1, -1 |                62 |                 35 |
|          2700 |          20 |  5, -1, -1, -1, -1, -1 |                80 |                 60 |
|          3650 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
