+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          12 |  -1, -1, 1, -1, -1, -1 |                88 |                 85 |
|             1 |          30 |   -1, 2, 1, -1, -1, -1 |                70 |                 60 |
|             3 |          50 |    3, 2, 1, -1, -1, -1 |                50 |                 20 |
|             5 |          60 |     3, 2, 1, 4, -1, -1 |                40 |                 10 |
|            75 |          42 |    3, -1, 1, 4, -1, -1 |                58 |                 35 |
|            76 |          56 |     3, 5, 1, 4, -1, -1 |                44 |                 10 |
|           740 |          44 |    3, 5, -1, 4, -1, -1 |                56 |                 25 |
|          1146 |          24 |   -1, 5, -1, 4, -1, -1 |                76 |                 65 |
|          1548 |          14 |  -1, 5, -1, -1, -1, -1 |                86 |                 75 |
|          1934 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
