+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          10 |  -1, -1, -1, 1, -1, -1 |                90 |                 90 |
|             2 |          22 |   -1, -1, 2, 1, -1, -1 |                78 |                 75 |
|             4 |          36 |    -1, 3, 2, 1, -1, -1 |                64 |                 50 |
|             6 |          52 |     4, 3, 2, 1, -1, -1 |                48 |                 10 |
|           600 |          40 |    4, 3, -1, 1, -1, -1 |                60 |                 25 |
|          1200 |          26 |   4, -1, -1, 1, -1, -1 |                74 |                 50 |
|          1201 |          44 |    4, 5, -1, 1, -1, -1 |                56 |                 25 |
|          1650 |          28 |   -1, 5, -1, 1, -1, -1 |                72 |                 65 |
|          2450 |          10 |  -1, -1, -1, 1, -1, -1 |                90 |                 90 |
|          2500 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
