+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          12 |  -1, -1, 1, -1, -1, -1 |                88 |                 85 |
|             1 |          22 |   -1, -1, 1, 2, -1, -1 |                78 |                 75 |
|             2 |          32 |    -1, 3, 1, 2, -1, -1 |                68 |                 50 |
|             3 |          48 |     4, 3, 1, 2, -1, -1 |                52 |                 10 |
|           190 |          38 |    4, 3, 1, -1, -1, -1 |                62 |                 20 |
|           500 |          28 |   4, -1, 1, -1, -1, -1 |                72 |                 45 |
|           501 |          46 |    4, 5, 1, -1, -1, -1 |                54 |                 20 |
|          2001 |          30 |   -1, 5, 1, -1, -1, -1 |                70 |                 60 |
|          2101 |          12 |  -1, -1, 1, -1, -1, -1 |                88 |                 85 |
|          2300 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
