+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          12 |  -1, -1, 1, -1, -1, -1 |                88 |                 85 |
|             3 |          26 |   -1, 2, 1, -1, -1, -1 |                74 |                 60 |
|             5 |          36 |    -1, 2, 1, 3, -1, -1 |                64 |                 50 |
|             7 |          46 |     4, 2, 1, 3, -1, -1 |                54 |                 10 |
|          1041 |          36 |    4, 2, 1, -1, -1, -1 |                64 |                 20 |
|          1141 |          26 |   -1, 2, 1, -1, -1, -1 |                74 |                 60 |
|          1142 |          42 |    5, 2, 1, -1, -1, -1 |                58 |                 20 |
|          2690 |          30 |   5, 2, -1, -1, -1, -1 |                70 |                 35 |
|          2740 |          14 |  -1, 2, -1, -1, -1, -1 |                86 |                 75 |
|          2845 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
