+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          12 |  -1, -1, 1, -1, -1, -1 |                88 |                 85 |
|             1 |          30 |   -1, 2, 1, -1, -1, -1 |                70 |                 60 |
|             3 |          50 |    3, 2, 1, -1, -1, -1 |                50 |                 20 |
|             5 |          60 |     3, 2, 1, 4, -1, -1 |                40 |                 10 |
|            75 |          42 |    3, -1, 1, 4, -1, -1 |                58 |                 35 |
|            76 |          56 |     3, 5, 1, 4, -1, -1 |                44 |                 10 |
|           300 |          44 |    3, 5, -1, 4, -1, -1 |                56 |                 25 |
|          1760 |          30 |   3, -1, -1, 4, -1, -1 |                70 |                 50 |
|          1862 |          10 |  -1, -1, -1, 4, -1, -1 |                90 |                 90 |
|          1918 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
