+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          12 |  -1, -1, 1, -1, -1, -1 |                88 |                 85 |
|             2 |          22 |   -1, -1, 1, 2, -1, -1 |                78 |                 75 |
|             4 |          40 |    -1, 3, 1, 2, -1, -1 |                60 |                 50 |
|             6 |          48 |     -1, 3, 1, 2, 4, -1 |                52 |                 42 |
|             8 |          68 |      5, 3, 1, 2, 4, -1 |                32 |                  2 |
|           961 |          60 |     5, 3, 1, 2, -1, -1 |                40 |                 10 |
|          2010 |          50 |    5, 3, 1, -1, -1, -1 |                50 |                 20 |
|          2410 |          32 |   5, -1, 1, -1, -1, -1 |                68 |                 45 |
|          2525 |          12 |  -1, -1, 1, -1, -1, -1 |                88 |                 85 |
|          2720 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
