+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          10 |  -1, -1, -1, 1, -1, -1 |                90 |                 90 |
|             2 |          22 |   -1, -1, 2, 1, -1, -1 |                78 |                 75 |
|             4 |          37 |    -1, 3, 2, 1, -1, -1 |                63 |                 50 |
|             6 |          55 |     4, 3, 2, 1, -1, -1 |                45 |                 10 |
|           320 |          37 |    -1, 3, 2, 1, -1, -1 |                63 |                 50 |
|           321 |          57 |     5, 3, 2, 1, -1, -1 |                43 |                 10 |
|           761 |          42 |    5, -1, 2, 1, -1, -1 |                58 |                 35 |
|          1611 |          30 |   5, -1, -1, 1, -1, -1 |                70 |                 50 |
|          1810 |          10 |  -1, -1, -1, 1, -1, -1 |                90 |                 90 |
|          2110 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
