+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          15 |  -1, -1, 1, -1, -1, -1 |                85 |                 85 |
|             3 |          35 |   -1, 2, 1, -1, -1, -1 |                65 |                 60 |
|             6 |          47 |    3, 2, 1, -1, -1, -1 |                53 |                 20 |
|            12 |          57 |     3, 2, 1, 5, -1, -1 |                43 |                 10 |
|          2160 |          37 |    3, -1, 1, 5, -1, -1 |                63 |                 35 |
|          2161 |          55 |     3, 4, 1, 5, -1, -1 |                45 |                 10 |
|          2581 |          40 |    3, 4, -1, 5, -1, -1 |                60 |                 25 |
|          2750 |          28 |   -1, 4, -1, 5, -1, -1 |                72 |                 65 |
|          2910 |          18 |  -1, 4, -1, -1, -1, -1 |                82 |                 75 |
|          3330 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
