+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          10 |  -1, -1, -1, 1, -1, -1 |                90 |                 90 |
|             2 |          22 |   -1, -1, 2, 1, -1, -1 |                78 |                 75 |
|             4 |          36 |    -1, 3, 2, 1, -1, -1 |                64 |                 50 |
|             6 |          52 |     4, 3, 2, 1, -1, -1 |                48 |                 10 |
|          1401 |          36 |    -1, 3, 2, 1, -1, -1 |                64 |                 50 |
|          1402 |          54 |     5, 3, 2, 1, -1, -1 |                46 |                 10 |
|          1602 |          42 |    5, 3, -1, 1, -1, -1 |                58 |                 25 |
|          1701 |          28 |   5, -1, -1, 1, -1, -1 |                72 |                 50 |
|          2200 |          18 |  5, -1, -1, -1, -1, -1 |                82 |                 60 |
|          2500 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
