+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          12 |  -1, -1, 1, -1, -1, -1 |                88 |                 85 |
|             3 |          26 |   -1, 2, 1, -1, -1, -1 |                74 |                 60 |
|             6 |          42 |    3, 2, 1, -1, -1, -1 |                58 |                 20 |
|          1801 |          26 |   -1, 2, 1, -1, -1, -1 |                74 |                 60 |
|          1802 |          44 |    4, 2, 1, -1, -1, -1 |                56 |                 20 |
|          1951 |          30 |   4, -1, 1, -1, -1, -1 |                70 |                 45 |
|          1952 |          50 |    4, 5, 1, -1, -1, -1 |                50 |                 20 |
|          2750 |          38 |   4, 5, -1, -1, -1, -1 |                62 |                 35 |
|          3300 |          20 |  -1, 5, -1, -1, -1, -1 |                80 |                 75 |
|          3600 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
