+---------------------------------------------------+
| Time of Transition | PID | Old State |  New State |
+---------------------------------------------------+
|                  0 |   1 |       NEW |      READY |
|                  0 |   1 |     READY |    RUNNING |
|                 10 |   2 |       NEW |      READY |
|                 15 |   3 |       NEW |      READY |
|                 20 |   4 |       NEW |      READY |
|                100 |   1 |   RUNNING |    WAITING |
|                100 |   2 |     READY |    RUNNING |
|                140 |   1 |   WAITING |      READY |
|                150 |   2 |   RUNNING |    WAITING |
|                150 |   1 |     READY |    RUNNING |
|                151 |   1 |   RUNNING |      READY |
|                151 |   3 |     READY |    RUNNING |
|                175 |   2 |   WAITING |      READY |
|                251 |   3 |   RUNNING |      READY |
|                251 |   2 |     READY |    RUNNING |
|                301 |   2 |   RUNNING |    WAITING |
|                301 |   4 |     READY |    RUNNING |
|                326 |   2 |   WAITING |      READY |
|                331 |   4 |   RUNNING |    WAITING |
|                331 |   2 |     READY |    RUNNING |
|                332 |   2 |   RUNNING |      READY |
|                332 |   1 |     READY |    RUNNING |
|                346 |   4 |   WAITING |      READY |
|                431 |   1 |   RUNNING |    WAITING |
|                431 |   4 |     READY |    RUNNING |
|                461 |   4 |   RUNNING |    WAITING |
|                461 |   3 |     READY |    RUNNING |
|                471 |   1 |   WAITING |      READY |
|                476 |   4 |   WAITING |      READY |
|                511 |   3 |   RUNNING |    WAITING |
|                511 |   4 |     READY |    RUNNING |
|                541 |   4 |   RUNNING |    WAITING |
|                541 |   1 |     READY |    RUNNING |
|                542 |   1 |   RUNNING |      READY |
|                542 |   2 |     READY |    RUNNING |
|                546 |   3 |   WAITING |      READY |
|                556 |   4 |   WAITING |      READY |
|                591 |   2 |   RUNNING |    WAITING |
|                591 |   4 |     READY |    RUNNING |
|                601 |   4 |   RUNNING |      READY |
|                601 |   3 |     READY |    RUNNING |
|                616 |   2 |   WAITING |      READY |
|                651 |   3 |   RUNNING |      READY |
|                651 |   2 |     READY |    RUNNING |
|                701 |   2 |   RUNNING |    WAITING |
|                701 |   1 |     READY |    RUNNING |
|                726 |   2 |   WAITING |      READY |
|                800 |   1 |   RUNNING |    WAITING |
|                800 |   2 |     READY |    RUNNING |
|                801 |   2 |   RUNNING |      READY |
|                801 |   4 |     READY |    RUNNING |
|                821 |   4 |   RUNNING |    WAITING |
|                821 |   3 |     READY |    RUNNING |
|                836 |   4 |   WAITING |      READY |
|                840 |   1 |   WAITING |      READY |
|                921 |   3 |   RUNNING |    WAITING |
|                921 |   1 |     READY |    RUNNING |
|                922 |   1 |   RUNNING |      READY |
|                922 |   4 |     READY |    RUNNING |
|                952 |   4 |   RUNNING |    WAITING |
|                952 |   2 |     READY |    RUNNING |
|                956 |   3 |   WAITING |      READY |
|                967 |   4 |   WAITING |      READY |
|               1001 |   2 |   RUNNING |    WAITING |
|               1001 |   4 |     READY |    RUNNING |
|               1026 |   2 |   WAITING |      READY |
|               1031 |   4 |   RUNNING |    WAITING |
|               1031 |   3 |     READY |    RUNNING |
|               1032 |   3 |   RUNNING |      READY |
|               1032 |   2 |     READY |    RUNNING |
|               1046 |   4 |   WAITING |      READY |
|               1082 |   2 |   RUNNING |    WAITING |
|               1082 |   4 |     READY |    RUNNING |
|               1102 |   4 |   RUNNING |      READY |
|               1102 |   1 |     READY |    RUNNING |
|               1107 |   2 |   WAITING |      READY |
|               1201 |   1 |   RUNNING |    WAITING |
