+---------------------------------------------------+
| Time of Transition | PID | Old State |  New State |
+---------------------------------------------------+
|                  0 |   1 |       NEW |      READY |
|                  0 |   1 |     READY |    RUNNING |
|                  5 |   2 |       NEW |      READY |
|                 15 |   3 |       NEW |      READY |
|                 25 |   4 |       NEW |      READY |
|                100 |   1 |   RUNNING |    WAITING |
|                100 |   2 |     READY |    RUNNING |
|                125 |   1 |   WAITING |      READY |
|                180 |   2 |   RUNNING |    WAITING |
|                180 |   1 |     READY |    RUNNING |
|                181 |   1 |   RUNNING |      READY |
|                181 |   3 |     READY |    RUNNING |
|                200 |   2 |   WAITING |      READY |
|                231 |   3 |   RUNNING |    WAITING |
|                231 |   2 |     READY |    RUNNING |
|                246 |   3 |   WAITING |      READY |
|                251 |   2 |   RUNNING |      READY |
|                251 |   3 |     READY |    RUNNING |
|                301 |   3 |   RUNNING |    WAITING |
|                301 |   4 |     READY |    RUNNING |
|                316 |   3 |   WAITING |      READY |
|                401 |   4 |   RUNNING |      READY |
|                401 |   3 |     READY |    RUNNING |
|                402 |   3 |   RUNNING |      READY |
|                402 |   1 |     READY |    RUNNING |
|                501 |   1 |   RUNNING |    WAITING |
|                501 |   2 |     READY |    RUNNING |
|                526 |   1 |   WAITING |      READY |
|                561 |   2 |   RUNNING |    WAITING |
|                561 |   1 |     READY |    RUNNING |
|                562 |   1 |   RUNNING |      READY |
|                562 |   4 |     READY |    RUNNING |
|                581 |   2 |   WAITING |      READY |
|                662 |   4 |   RUNNING |    WAITING |
|                662 |   2 |     READY |    RUNNING |
|                702 |   4 |   WAITING |      READY |
|                702 |   2 |   RUNNING |      READY |
|                702 |   4 |     READY |    RUNNING |
|                703 |   4 |   RUNNING |      READY |
|                703 |   3 |     READY |    RUNNING |
|                752 |   3 |   RUNNING |    WAITING |
|                752 |   1 |     READY |    RUNNING |
|                767 |   3 |   WAITING |      READY |
|                851 |   1 |   RUNNING |    WAITING |
|                851 |   3 |     READY |    RUNNING |
|                876 |   1 |   WAITING |      READY |
|                901 |   3 |   RUNNING |    WAITING |
|                901 |   1 |     READY |    RUNNING |
|                902 |   1 |   RUNNING |      READY |
|                902 |   2 |     READY |    RUNNING |
|                916 |   3 |   WAITING |      READY |
|                942 |   2 |   RUNNING |    WAITING |
|                942 |   3 |     READY |    RUNNING |
|                943 |   3 |   RUNNING |      READY |
|                943 |   4 |     READY |    RUNNING |
|                962 |   2 |   WAITING |      READY |
|               1043 |   4 |   RUNNING |      READY |
|               1043 |   2 |     READY |    RUNNING |
|               1103 |   2 |   RUNNING |      READY |
|               1103 |   1 |     READY |    RUNNING |
|               1202 |   1 |   RUNNING |    WAITING |
|               1202 |   3 |     READY |    RUNNING |
|               1227 |   1 |   WAITING |      READY |
|               1251 |   3 |   RUNNING |    WAITING |
|               1251 |   1 |     READY |    RUNNING |
|               1252 |   1 |   RUNNING |      READY |
|               1252 |   4 |     READY |    RUNNING |
|               1266 |   3 |   WAITING |      READY |
|               1351 |   4 |   RUNNING |    WAITING |
|               1351 |   3 |     READY |    RUNNING |
|               1391 |   4 |   WAITING |      READY |
|               1401 |   3 |   RUNNING | TERMINATED |
|               1401 |   4 |     READY |    RUNNING |
|               1402 |   5 |       NEW |      READY |
|               1402 |   4 |   RUNNING |      READY |
|               1402 |   5 |     READY |    RUNNING |
|               1502 |   5 |   RUNNING |      READY |
|               1502 |   2 |     READY |    RUNNING |
|               1522 |   2 |   RUNNING |    WAITING |
|               1522 |   1 |     READY |    RUNNING |
|               1542 |   2 |   WAITING |      READY |
|               1621 |   1 |   RUNNING |    WAITING |
|               1621 |   2 |     READY |    RUNNING |
|               1646 |   1 |   WAITING |      READY |
|               1701 |   2 |   RUNNING |    WAITING |
|               1701 |   1 |     READY |    RUNNING |
|               1702 |   1 |   RUNNING |      READY |
|               1702 |   4 |     READY |    RUNNING |
|               1721 |   2 |   WAITING |      READY |
|               1802 |   4 |   RUNNING |      READY |
|               1802 |   2 |     READY |    RUNNING |
|               1803 |   2 |   RUNNING |      READY |
|               1803 |   5 |     READY |    RUNNING |
|               1903 |   5 |   RUNNING |      READY |
|               1903 |   1 |     READY |    RUNNING |
|               2002 |   1 |   RUNNING | TERMINATED |
|               2002 |   4 |     READY |    RUNNING |
|               2101 |   4 |   RUNNING |    WAITING |
|               2101 |   2 |     READY |    RUNNING |
|               2141 |   4 |   WAITING |      READY |
|               2150 |   2 |   RUNNING | TERMINATED |
|               2150 |   4 |     READY |    RUNNING |
|               2151 |   4 |   RUNNING |      READY |
|               2151 |   5 |     READY |    RUNNING |
|               2201 |   5 |   RUNNING |    WAITING |
|               2201 |   4 |     READY |    RUNNING |
|               2231 |   5 |   WAITING |      READY |
|               2301 |   4 |   RUNNING |      READY |
|               2301 |   5 |     READY |    RUNNING |
|               2351 |   5 |   RUNNING |      READY |
|               2351 |   4 |     READY |    RUNNING |
|               2450 |   4 |   RUNNING |    WAITING |
|               2450 |   5 |     READY |    RUNNING |
|               2490 |   4 |   WAITING |      READY |
|               2550 |   5 |   RUNNING |      READY |
|               2550 |   4 |     READY |    RUNNING |
|               2551 |   4 |   RUNNING |      READY |
|               2551 |   5 |     READY |    RUNNING |
|               2651 |   5 |   RUNNING | TERMINATED |
|               2651 |   4 |     READY |    RUNNING |
|               2750 |   4 |   RUNNING | TERMINATED |
+---------------------------------------------------+
