+---------------------------------------------------+
| Time of Transition | PID | Old State |  New State |
+---------------------------------------------------+
|                  0 |   1 |       NEW |      READY |
|                  0 |   1 |     READY |    RUNNING |
|                  1 |   2 |       NEW |      READY |
|                  2 |   3 |       NEW |      READY |
|                  3 |   4 |       NEW |      READY |
|                  4 |   5 |       NEW |      READY |
|                 50 |   1 |   RUNNING |    WAITING |
|                 50 |   2 |     READY |    RUNNING |
|                 85 |   2 |   RUNNING |    WAITING |
|                 85 |   3 |     READY |    RUNNING |
|                 90 |   1 |   WAITING |      READY |
|                103 |   2 |   WAITING |      READY |
|                115 |   3 |   RUNNING |    WAITING |
|                115 |   1 |     READY |    RUNNING |
|                135 |   3 |   WAITING |      READY |
|                165 |   1 |   RUNNING |    WAITING |
|                165 |   2 |     READY |    RUNNING |
|                200 |   2 |   RUNNING |    WAITING |
|                200 |   3 |     READY |    RUNNING |
|                205 |   1 |   WAITING |      READY |
|                218 |   2 |   WAITING |      READY |
|                230 |   3 |   RUNNING |    WAITING |
|                230 |   1 |     READY |    RUNNING |
|                231 |   1 |   RUNNING |      READY |
|                231 |   2 |     READY |    RUNNING |
|                250 |   3 |   WAITING |      READY |
|                261 |   2 |   RUNNING |      READY |
|                261 |   3 |     READY |    RUNNING |
|                291 |   3 |   RUNNING |    WAITING |
|                291 |   4 |     READY |    RUNNING |
|                306 |   4 |   RUNNING |    WAITING |
|                306 |   5 |     READY |    RUNNING |
|                311 |   3 |   WAITING |      READY |
|                316 |   4 |   WAITING |      READY |
|                406 |   5 |   RUNNING |      READY |
|                406 |   3 |     READY |    RUNNING |
|                416 |   3 |   RUNNING |      READY |
|                416 |   4 |     READY |    RUNNING |
|                431 |   4 |   RUNNING |    WAITING |
|                431 |   1 |     READY |    RUNNING |
|                441 |   4 |   WAITING |      READY |
|                480 |   1 |   RUNNING |    WAITING |
|                480 |   4 |     READY |    RUNNING |
|                495 |   4 |   RUNNING |    WAITING |
|                495 |   2 |     READY |    RUNNING |
|                500 |   2 |   RUNNING |    WAITING |
|                500 |   5 |     READY |    RUNNING |
|                505 |   4 |   WAITING |      READY |
|                518 |   2 |   WAITING |      READY |
|                520 |   1 |   WAITING |      READY |
|                600 |   5 |   RUNNING |    WAITING |
|                600 |   4 |     READY |    RUNNING |
|                615 |   4 |   RUNNING |    WAITING |
|                615 |   1 |     READY |    RUNNING |
|                625 |   4 |   WAITING |      READY |
|                650 |   5 |   WAITING |      READY |
|                665 |   1 |   RUNNING |    WAITING |
|                665 |   4 |     READY |    RUNNING |
|                680 |   4 |   RUNNING |    WAITING |
|                680 |   2 |     READY |    RUNNING |
|                690 |   4 |   WAITING |      READY |
|                705 |   1 |   WAITING |      READY |
|                715 |   2 |   RUNNING |    WAITING |
|                715 |   4 |     READY |    RUNNING |
|                730 |   4 |   RUNNING |    WAITING |
|                730 |   1 |     READY |    RUNNING |
|                731 |   1 |   RUNNING |      READY |
|                731 |   5 |     READY |    RUNNING |
|                732 |   5 |   RUNNING |      READY |
|                732 |   3 |     READY |    RUNNING |
|                733 |   2 |   WAITING |      READY |
|                740 |   4 |   WAITING |      READY |
|                752 |   3 |   RUNNING |    WAITING |
|                752 |   4 |     READY |    RUNNING |
|                762 |   4 |   RUNNING |      READY |
|                762 |   2 |     READY |    RUNNING |
|                772 |   3 |   WAITING |      READY |
