+---------------------------------------------------+
| Time of Transition | PID | Old State |  New State |
+---------------------------------------------------+
|                  0 |   1 |       NEW |      READY |
|                  0 |   1 |     READY |    RUNNING |
|                  3 |   2 |       NEW |      READY |
|                  6 |   3 |       NEW |      READY |
|                 12 |   5 |       NEW |      READY |
|               1000 |   1 |   RUNNING | TERMINATED |
|               1000 |   2 |     READY |    RUNNING |
|               1800 |   2 |   RUNNING | TERMINATED |
|               1800 |   3 |     READY |    RUNNING |
|               1801 |   4 |       NEW |      READY |
|               1850 |   3 |   RUNNING |    WAITING |
|               1850 |   4 |     READY |    RUNNING |
|               1870 |   4 |   RUNNING |    WAITING |
|               1870 |   5 |     READY |    RUNNING |
|               1880 |   3 |   WAITING |      READY |
|               1880 |   5 |   RUNNING |    WAITING |
|               1880 |   3 |     READY |    RUNNING |
|               1890 |   4 |   WAITING |      READY |
|               1890 |   5 |   WAITING |      READY |
|               1930 |   3 |   RUNNING |    WAITING |
|               1930 |   4 |     READY |    RUNNING |
|               1950 |   4 |   RUNNING |    WAITING |
|               1950 |   5 |     READY |    RUNNING |
|               1960 |   3 |   WAITING |      READY |
|               1960 |   5 |   RUNNING |    WAITING |
|               1960 |   3 |     READY |    RUNNING |
|               1970 |   4 |   WAITING |      READY |
|               1970 |   5 |   WAITING |      READY |
|               2010 |   3 |   RUNNING |    WAITING |
|               2010 |   4 |     READY |    RUNNING |
|               2030 |   4 |   RUNNING |    WAITING |
|               2030 |   5 |     READY |    RUNNING |
|               2040 |   3 |   WAITING |      READY |
|               2040 |   5 |   RUNNING |    WAITING |
|               2040 |   3 |     READY |    RUNNING |
|               2050 |   4 |   WAITING |      READY |
|               2050 |   5 |   WAITING |      READY |
|               2090 |   3 |   RUNNING |    WAITING |
|               2090 |   4 |     READY |    RUNNING |
|               2110 |   4 |   RUNNING |    WAITING |
|               2110 |   5 |     READY |    RUNNING |
|               2120 |   3 |   WAITING |      READY |
|               2120 |   5 |   RUNNING |    WAITING |
|               2120 |   3 |     READY |    RUNNING |
|               2130 |   4 |   WAITING |      READY |
|               2130 |   5 |   WAITING |      READY |
|               2170 |   3 |   RUNNING |    WAITING |
|               2170 |   4 |     READY |    RUNNING |
|               2190 |   4 |   RUNNING |    WAITING |
|               2190 |   5 |     READY |    RUNNING |
|               2200 |   3 |   WAITING |      READY |
|               2200 |   5 |   RUNNING |    WAITING |
|               2200 |   3 |     READY |    RUNNING |
|               2210 |   4 |   WAITING |      READY |
|               2210 |   5 |   WAITING |      READY |
|               2250 |   3 |   RUNNING |    WAITING |
|               2250 |   4 |     READY |    RUNNING |
|               2270 |   4 |   RUNNING |    WAITING |
|               2270 |   5 |     READY |    RUNNING |
|               2280 |   3 |   WAITING |      READY |
|               2280 |   5 |   RUNNING |    WAITING |
|               2280 |   3 |     READY |    RUNNING |
|               2290 |   4 |   WAITING |      READY |
|               2290 |   5 |   WAITING |      READY |
|               2330 |   3 |   RUNNING |    WAITING |
|               2330 |   4 |     READY |    RUNNING |
|               2350 |   4 |   RUNNING |    WAITING |
|               2350 |   5 |     READY |    RUNNING |
|               2360 |   3 |   WAITING |      READY |
|               2360 |   5 |   RUNNING |    WAITING |
|               2360 |   3 |     READY |    RUNNING |
|               2370 |   4 |   WAITING |      READY |
|               2370 |   5 |   WAITING |      READY |
|               2410 |   3 |   RUNNING |    WAITING |
