+---------------------------------------------------+
| Time of Transition | PID | Old State |  New State |
+---------------------------------------------------+
|                  0 |   1 |       NEW |      READY |
|                  0 |   1 |     READY |    RUNNING |
|                  2 |   2 |       NEW |      READY |
|                  4 |   3 |       NEW |      READY |
|                  6 |   4 |       NEW |      READY |
|                  8 |   5 |       NEW |      READY |
|                 50 |   1 |   RUNNING |    WAITING |
|                 50 |   2 |     READY |    RUNNING |
|                 80 |   2 |   RUNNING |    WAITING |
|                 80 |   3 |     READY |    RUNNING |
|                110 |   1 |   WAITING |      READY |
|                120 |   2 |   WAITING |      READY |
|                160 |   3 |   RUNNING |    WAITING |
|                160 |   1 |     READY |    RUNNING |
|                210 |   1 |   RUNNING |    WAITING |
|                210 |   2 |     READY |    RUNNING |
|                230 |   3 |   WAITING |      READY |
|                240 |   2 |   RUNNING |    WAITING |
|                240 |   3 |     READY |    RUNNING |
|                270 |   1 |   WAITING |      READY |
|                280 |   2 |   WAITING |      READY |
|                320 |   3 |   RUNNING |    WAITING |
|                320 |   1 |     READY |    RUNNING |
|                370 |   1 |   RUNNING |    WAITING |
|                370 |   2 |     READY |    RUNNING |
|                390 |   3 |   WAITING |      READY |
|                400 |   2 |   RUNNING |    WAITING |
|                400 |   3 |     READY |    RUNNING |
|                430 |   1 |   WAITING |      READY |
|                440 |   2 |   WAITING |      READY |
|                480 |   3 |   RUNNING |    WAITING |
|                480 |   1 |     READY |    RUNNING |
|                530 |   1 |   RUNNING |    WAITING |
|                530 |   2 |     READY |    RUNNING |
|                550 |   3 |   WAITING |      READY |
|                560 |   2 |   RUNNING |    WAITING |
|                560 |   3 |     READY |    RUNNING |
|                590 |   1 |   WAITING |      READY |
|                600 |   2 |   WAITING |      READY |
|                640 |   3 |   RUNNING |    WAITING |
|                640 |   1 |     READY |    RUNNING |
|                690 |   1 |   RUNNING |    WAITING |
|                690 |   2 |     READY |    RUNNING |
|                710 |   3 |   WAITING |      READY |
|                720 |   2 |   RUNNING |    WAITING |
|                720 |   3 |     READY |    RUNNING |
|                750 |   1 |   WAITING |      READY |
|                760 |   2 |   WAITING |      READY |
|                800 |   3 |   RUNNING |    WAITING |
|                800 |   1 |     READY |    RUNNING |
|                850 |   1 |   RUNNING |    WAITING |
|                850 |   2 |     READY |    RUNNING |
|                870 |   3 |   WAITING |      READY |
|                880 |   2 |   RUNNING |    WAITING |
|                880 |   3 |     READY |    RUNNING |
|                910 |   1 |   WAITING |      READY |
|                920 |   2 |   WAITING |      READY |
|                960 |   3 |   RUNNING |    WAITING |
|                960 |   1 |     READY |    RUNNING |
|               1010 |   1 |   RUNNING |    WAITING |
|               1010 |   2 |     READY |    RUNNING |
|               1030 |   3 |   WAITING |      READY |
|               1040 |   2 |   RUNNING |    WAITING |
|               1040 |   3 |     READY |    RUNNING |
|               1070 |   1 |   WAITING |      READY |
|               1080 |   2 |   WAITING |      READY |
|               1120 |   3 |   RUNNING |    WAITING |
|               1120 |   1 |     READY |    RUNNING |
|               1170 |   1 |   RUNNING |    WAITING |
|               1170 |   2 |     READY |    RUNNING |
|               1190 |   3 |   WAITING |      READY |
|               1200 |   2 |   RUNNING |    WAITING |
|               1200 |   3 |     READY |    RUNNING |
|               1230 |   1 |   WAITING |      READY |
|               1240 |   2 |   WAITING |      READY |
|               1280 |   3 |   RUNNING |    WAITING |
