+---------------------------------------------------+
| Time of Transition | PID | Old State |  New State |
+---------------------------------------------------+
|                  0 |   1 |       NEW |      READY |
|                  0 |   1 |     READY |    RUNNING |
|                  1 |   2 |       NEW |      READY |
|                  2 |   3 |       NEW |      READY |
|                  3 |   4 |       NEW |      READY |
|                  4 |   5 |       NEW |      READY |
|                 20 |   1 |   RUNNING |    WAITING |
|                 20 |   2 |     READY |    RUNNING |
|                 30 |   1 |   WAITING |      READY |
|                 35 |   2 |   RUNNING |    WAITING |
|                 35 |   1 |     READY |    RUNNING |
|                 43 |   2 |   WAITING |      READY |
|                 55 |   1 |   RUNNING |    WAITING |
|                 55 |   2 |     READY |    RUNNING |
|                 65 |   1 |   WAITING |      READY |
|                 70 |   2 |   RUNNING |    WAITING |
|                 70 |   1 |     READY |    RUNNING |
|                 78 |   2 |   WAITING |      READY |
|                 90 |   1 |   RUNNING |    WAITING |
|                 90 |   2 |     READY |    RUNNING |
|                100 |   1 |   WAITING |      READY |
|                105 |   2 |   RUNNING |    WAITING |
|                105 |   1 |     READY |    RUNNING |
|                113 |   2 |   WAITING |      READY |
|                125 |   1 |   RUNNING |    WAITING |
|                125 |   2 |     READY |    RUNNING |
|                135 |   1 |   WAITING |      READY |
|                140 |   2 |   RUNNING |    WAITING |
|                140 |   1 |     READY |    RUNNING |
|                148 |   2 |   WAITING |      READY |
|                160 |   1 |   RUNNING |    WAITING |
|                160 |   2 |     READY |    RUNNING |
|                170 |   1 |   WAITING |      READY |
|                175 |   2 |   RUNNING |    WAITING |
|                175 |   1 |     READY |    RUNNING |
|                183 |   2 |   WAITING |      READY |
|                195 |   1 |   RUNNING |    WAITING |
|                195 |   2 |     READY |    RUNNING |
|                205 |   1 |   WAITING |      READY |
|                210 |   2 |   RUNNING |    WAITING |
|                210 |   1 |     READY |    RUNNING |
|                218 |   2 |   WAITING |      READY |
|                230 |   1 |   RUNNING |    WAITING |
|                230 |   2 |     READY |    RUNNING |
|                240 |   1 |   WAITING |      READY |
|                245 |   2 |   RUNNING |    WAITING |
|                245 |   1 |     READY |    RUNNING |
|                253 |   2 |   WAITING |      READY |
|                265 |   1 |   RUNNING |    WAITING |
|                265 |   2 |     READY |    RUNNING |
|                275 |   1 |   WAITING |      READY |
|                280 |   2 |   RUNNING |    WAITING |
|                280 |   1 |     READY |    RUNNING |
|                288 |   2 |   WAITING |      READY |
|                300 |   1 |   RUNNING |    WAITING |
|                300 |   2 |     READY |    RUNNING |
|                310 |   1 |   WAITING |      READY |
|                315 |   2 |   RUNNING |    WAITING |
|                315 |   1 |     READY |    RUNNING |
|                323 |   2 |   WAITING |      READY |
|                335 |   1 |   RUNNING | TERMINATED |
|                335 |   2 |     READY |    RUNNING |
|                350 |   2 |   RUNNING |    WAITING |
|                350 |   3 |     READY |    RUNNING |
|                358 |   2 |   WAITING |      READY |
|                362 |   3 |   RUNNING |    WAITING |
|                362 |   2 |     READY |    RUNNING |
|                374 |   3 |   WAITING |      READY |
|                377 |   2 |   RUNNING |    WAITING |
|                377 |   3 |     READY |    RUNNING |
|                385 |   2 |   WAITING |      READY |
|                389 |   3 |   RUNNING |    WAITING |
|                389 |   2 |     READY |    RUNNING |
|                401 |   3 |   WAITING |      READY |
|                404 |   2 |   RUNNING | TERMINATED |
|                404 |   3 |     READY |    RUNNING |
