+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          15 |  -1, -1, 1, -1, -1, -1 |                85 |                 85 |
|             3 |          35 |   -1, 2, 1, -1, -1, -1 |                65 |                 60 |
|             6 |          47 |    3, 2, 1, -1, -1, -1 |                53 |                 20 |
|            12 |          57 |     3, 2, 1, 5, -1, -1 |                43 |                 10 |
|          1000 |          42 |    3, 2, -1, 5, -1, -1 |                58 |                 25 |
|          1800 |          22 |   3, -1, -1, 5, -1, -1 |                78 |                 50 |
|          1801 |          40 |    3, 4, -1, 5, -1, -1 |                60 |                 25 |
|          2730 |          28 |   -1, 4, -1, 5, -1, -1 |                72 |                 65 |
|          3070 |          10 |  -1, -1, -1, 5, -1, -1 |                90 |                 90 |
|          3280 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
