+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          12 |  -1, -1, 1, -1, -1, -1 |                88 |                 85 |
|             3 |          26 |   -1, 2, 1, -1, -1, -1 |                74 |                 60 |
|             6 |          42 |    3, 2, 1, -1, -1, -1 |                58 |                 20 |
|          1350 |          28 |   3, -1, 1, -1, -1, -1 |                72 |                 45 |
|          1351 |          46 |    3, 4, 1, -1, -1, -1 |                54 |                 20 |
|          1450 |          34 |   3, 4, -1, -1, -1, -1 |                66 |                 35 |
|          2250 |          18 |  -1, 4, -1, -1, -1, -1 |                82 |                 75 |
|          2251 |          38 |   5, 4, -1, -1, -1, -1 |                62 |                 35 |
|          2900 |          20 |  5, -1, -1, -1, -1, -1 |                80 |                 60 |
|          3650 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
