+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          12 |  -1, -1, 1, -1, -1, -1 |                88 |                 85 |
|             3 |          26 |   -1, 2, 1, -1, -1, -1 |                74 |                 60 |
|             5 |          36 |    -1, 2, 1, 3, -1, -1 |                64 |                 50 |
|             7 |          46 |     4, 2, 1, 3, -1, -1 |                54 |                 10 |
|          1100 |          34 |    4, 2, -1, 3, -1, -1 |                66 |                 25 |
|          2000 |          24 |   4, 2, -1, -1, -1, -1 |                76 |                 35 |
|          2010 |          10 |  4, -1, -1, -1, -1, -1 |                90 |                 60 |
|          2011 |          26 |   4, 5, -1, -1, -1, -1 |                74 |                 35 |
|          2290 |          16 |  -1, 5, -1, -1, -1, -1 |                84 |                 75 |
|          2910 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
