+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          12 |  -1, -1, 1, -1, -1, -1 |                88 |                 85 |
|             1 |          22 |   -1, -1, 1, 2, -1, -1 |                78 |                 75 |
|             2 |          32 |    -1, 3, 1, 2, -1, -1 |                68 |                 50 |
|             3 |          48 |     4, 3, 1, 2, -1, -1 |                52 |                 10 |
|           290 |          38 |    4, 3, 1, -1, -1, -1 |                62 |                 20 |
|           800 |          28 |   4, -1, 1, -1, -1, -1 |                72 |                 45 |
|           801 |          46 |    4, 5, 1, -1, -1, -1 |                54 |                 20 |
|          1100 |          34 |   4, 5, -1, -1, -1, -1 |                66 |                 35 |
|          1900 |          18 |  -1, 5, -1, -1, -1, -1 |                82 |                 75 |
|          2340 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
